train_id,station_id,date,delay_minutes
26,32,2024-04-01,60
26,27,2024-04-01,19
27,43,2024-04-01,18
27,40,2024-04-01,11
27,42,2024-04-01,46
27,38,2024-04-01,20
27,31,2024-04-01,50
27,33,2024-04-01,3
27,42,2024-04-01,11
27,26,2024-04-01,37
27,23,2024-04-01,69
28,32,2024-04-01,38
28,48,2024-04-01,16
28,41,2024-04-01,18
28,11,2024-04-01,29
28,46,2024-04-01,39
29,5,2024-04-01,16
29,42,2024-04-01,6
29,16,2024-04-01,22
29,10,2024-04-01,7
29,21,2024-04-01,7
29,35,2024-04-01,22
29,25,2024-04-01,15
0,0,2024-04-02,27
0,1,2024-04-02,11
0,6,2024-04-02,16
0,7,2024-04-02,13
0,11,2024-04-02,105
0,39,2024-04-02,33
0,8,2024-04-02,40
0,9,2024-04-02,86
1,0,2024-04-02,22
1,1,2024-04-02,11
1,44,2024-04-02,24
1,11,2024-04-02,30
1,12,2024-04-02,76
1,13,2024-04-02,37
2,0,2024-04-02,21
2,11,2024-04-02,69
2,12,2024-04-02,47
2,24,2024-04-02,29
2,31,2024-04-02,11
2,32,2024-04-02,15
3,1,2024-04-02,34
3,44,2024-04-02,26
3,11,2024-04-02,35
3,39,2024-04-02,60
3,28,2024-04-02,3
4,22,2024-04-02,29
4,49,2024-04-02,9
4,23,2024-04-02,20
4,48,2024-04-02,3
4,12,2024-04-02,76
4,11,2024-04-02,70
4,0,2024-04-02,12
5,10,2024-04-02,19
5,11,2024-04-02,43
5,39,2024-04-02,134
5,9,2024-04-02,12
6,14,2024-04-02,17
6,15,2024-04-02,6
6,11,2024-04-02,61
6,12,2024-04-02,72
6,13,2024-04-02,19
7,8,2024-04-02,54
7,47,2024-04-02,77
7,12,2024-04-02,52
8,17,2024-04-02,14
8,16,2024-04-02,9
8,13,2024-04-02,31
8,12,2024-04-02,30
8,0,2024-04-02,8
9,0,2024-04-02,29
9,11,2024-04-02,92
9,16,2024-04-02,31
10,20,2024-04-02,20
10,12,2024-04-02,29
10,11,2024-04-02,33
10,28,2024-04-02,28
11,22,2024-04-02,12
11,49,2024-04-02,39
11,12,2024-04-02,26
11,8,2024-04-02,32
11,9,2024-04-02,15
12,38,2024-04-02,46
12,30,2024-04-02,13
12,11,2024-04-02,23
12,0,2024-04-02,10
13,0,2024-04-02,13
13,6,2024-04-02,24
13,7,2024-04-02,61
14,0,2024-04-02,37
14,11,2024-04-02,23
14,10,2024-04-02,12
15,13,2024-04-02,14
15,12,2024-04-02,46
16,16,2024-04-02,21
16,19,2024-04-02,23
16,12,2024-04-02,60
17,15,2024-04-02,14
17,11,2024-04-02,76
17,39,2024-04-02,84
17,9,2024-04-02,28
18,31,2024-04-02,8
18,37,2024-04-02,26
18,24,2024-04-02,23
19,23,2024-04-02,34
19,24,2024-04-02,12
20,3,2024-04-02,26
20,5,2024-04-02,8
20,49,2024-04-02,7
20,26,2024-04-02,21
20,17,2024-04-02,11
20,6,2024-04-02,9
20,2,2024-04-02,23
21,24,2024-04-02,43
21,35,2024-04-02,19
21,21,2024-04-02,22
21,3,2024-04-02,30
21,10,2024-04-02,3
21,8,2024-04-02,16
21,21,2024-04-02,4
21,35,2024-04-02,22
22,21,2024-04-02,10
22,15,2024-04-02,19
22,10,2024-04-02,3
22,0,2024-04-02,9
22,27,2024-04-02,6
22,49,2024-04-02,15
22,5,2024-04-02,8
22,38,2024-04-02,46
22,24,2024-04-02,11
22,4,2024-04-02,33
23,0,2024-04-02,19
23,46,2024-04-02,0
23,28,2024-04-02,28
23,6,2024-04-02,38
23,2,2024-04-02,10
23,5,2024-04-02,93
23,42,2024-04-02,11
24,9,2024-04-02,12
24,1,2024-04-02,7
24,18,2024-04-02,26
24,27,2024-04-02,7
24,36,2024-04-02,7
24,30,2024-04-02,14
25,16,2024-04-02,37
25,2,2024-04-02,24
25,49,2024-04-02,39
25,19,2024-04-02,5
25,21,2024-04-02,9
25,33,2024-04-02,13
25,30,2024-04-02,50
25,13,2024-04-02,15
26,38,2024-04-02,11
26,33,2024-04-02,20
26,36,2024-04-02,52
26,20,2024-04-02,18
26,0,2024-04-02,76
26,25,2024-04-02,10
26,49,2024-04-02,9
26,41,2024-04-02,9
26,32,2024-04-02,13
26,27,2024-04-02,8
27,43,2024-04-02,14
27,40,2024-04-02,20
27,42,2024-04-02,32
27,38,2024-04-02,9
27,31,2024-04-02,24
27,33,2024-04-02,39
27,42,2024-04-02,40
27,26,2024-04-02,17
27,23,2024-04-02,19
28,32,2024-04-02,20
28,48,2024-04-02,11
28,41,2024-04-02,38
28,11,2024-04-02,182
28,46,2024-04-02,9
29,5,2024-04-02,1
29,42,2024-04-02,35
29,16,2024-04-02,14
29,10,2024-04-02,26
29,21,2024-04-02,13
29,35,2024-04-02,2
29,25,2024-04-02,7
0,0,2024-04-03,8
0,1,2024-04-03,9
0,6,2024-04-03,50
0,7,2024-04-03,22
0,11,2024-04-03,136
0,39,2024-04-03,103
0,8,2024-04-03,36
0,9,2024-04-03,64
1,0,2024-04-03,9
1,1,2024-04-03,31
1,44,2024-04-03,24
1,11,2024-04-03,48
1,12,2024-04-03,43
1,13,2024-04-03,23
2,0,2024-04-03,16
2,11,2024-04-03,48
2,12,2024-04-03,118
2,24,2024-04-03,27
2,31,2024-04-03,51
2,32,2024-04-03,41
3,1,2024-04-03,34
3,44,2024-04-03,49
3,11,2024-04-03,80
3,39,2024-04-03,57
3,28,2024-04-03,54
4,22,2024-04-03,11
4,49,2024-04-03,9
4,23,2024-04-03,27
4,48,2024-04-03,18
4,12,2024-04-03,137
4,11,2024-04-03,59
4,0,2024-04-03,11
5,10,2024-04-03,28
5,11,2024-04-03,29
5,39,2024-04-03,90
5,9,2024-04-03,28
6,14,2024-04-03,9
6,15,2024-04-03,20
6,11,2024-04-03,124
6,12,2024-04-03,63
6,13,2024-04-03,41
7,8,2024-04-03,137
7,47,2024-04-03,30
7,12,2024-04-03,29
8,17,2024-04-03,14
8,16,2024-04-03,11
8,13,2024-04-03,89
8,12,2024-04-03,46
8,0,2024-04-03,10
9,0,2024-04-03,6
9,11,2024-04-03,51
9,16,2024-04-03,29
10,20,2024-04-03,25
10,12,2024-04-03,75
10,11,2024-04-03,51
10,28,2024-04-03,20
11,22,2024-04-03,16
11,49,2024-04-03,11
11,12,2024-04-03,28
11,8,2024-04-03,130
11,9,2024-04-03,22
12,38,2024-04-03,7
12,30,2024-04-03,16
12,11,2024-04-03,70
12,0,2024-04-03,37
13,0,2024-04-03,40
13,6,2024-04-03,14
13,7,2024-04-03,15
14,0,2024-04-03,13
14,11,2024-04-03,154
14,10,2024-04-03,18
15,13,2024-04-03,12
15,12,2024-04-03,28
16,16,2024-04-03,60
16,19,2024-04-03,36
16,12,2024-04-03,11
17,15,2024-04-03,47
17,11,2024-04-03,26
17,39,2024-04-03,53
17,9,2024-04-03,51
18,31,2024-04-03,27
18,37,2024-04-03,14
18,24,2024-04-03,6
19,23,2024-04-03,7
19,24,2024-04-03,8
20,3,2024-04-03,26
20,5,2024-04-03,15
20,49,2024-04-03,13
20,26,2024-04-03,9
20,17,2024-04-03,30
20,6,2024-04-03,32
20,2,2024-04-03,59
21,24,2024-04-03,24
21,35,2024-04-03,22
21,21,2024-04-03,23
21,3,2024-04-03,19
21,10,2024-04-03,26
21,8,2024-04-03,71
21,21,2024-04-03,10
21,35,2024-04-03,33
22,21,2024-04-03,9
22,15,2024-04-03,19
22,10,2024-04-03,42
22,0,2024-04-03,116
22,27,2024-04-03,16
22,49,2024-04-03,11
22,5,2024-04-03,24
22,38,2024-04-03,15
22,24,2024-04-03,46
22,4,2024-04-03,32
23,0,2024-04-03,30
23,46,2024-04-03,3
23,28,2024-04-03,33
23,6,2024-04-03,22
23,2,2024-04-03,2
23,5,2024-04-03,27
23,42,2024-04-03,20
24,9,2024-04-03,11
24,1,2024-04-03,27
24,18,2024-04-03,74
24,27,2024-04-03,32
24,36,2024-04-03,13
24,30,2024-04-03,11
25,16,2024-04-03,17
25,2,2024-04-03,19
25,49,2024-04-03,12
25,19,2024-04-03,16
25,21,2024-04-03,12
25,33,2024-04-03,6
25,30,2024-04-03,20
25,13,2024-04-03,14
26,38,2024-04-03,17
26,33,2024-04-03,13
26,36,2024-04-03,20
26,20,2024-04-03,38
26,0,2024-04-03,8
26,25,2024-04-03,53
26,49,2024-04-03,41
26,41,2024-04-03,22
26,32,2024-04-03,43
26,27,2024-04-03,47
27,43,2024-04-03,9
27,40,2024-04-03,17
27,42,2024-04-03,8
27,38,2024-04-03,6
27,31,2024-04-03,35
27,33,2024-04-03,16
27,42,2024-04-03,14
27,26,2024-04-03,19
27,23,2024-04-03,98
28,32,2024-04-03,8
28,48,2024-04-03,94
28,41,2024-04-03,14
28,11,2024-04-03,99
28,46,2024-04-03,13
29,5,2024-04-03,31
29,42,2024-04-03,31
29,16,2024-04-03,16
29,10,2024-04-03,15
29,21,2024-04-03,17
29,35,2024-04-03,11
29,25,2024-04-03,31
0,0,2024-04-04,24
0,1,2024-04-04,4
0,6,2024-04-04,19
0,7,2024-04-04,13
0,11,2024-04-04,91
0,39,2024-04-04,76
0,8,2024-04-04,65
0,9,2024-04-04,16
1,0,2024-04-04,6
1,1,2024-04-04,15
1,44,2024-04-04,14
1,11,2024-04-04,115
1,12,2024-04-04,8
1,13,2024-04-04,29
2,0,2024-04-04,14
2,11,2024-04-04,33
2,12,2024-04-04,57
2,24,2024-04-04,6
2,31,2024-04-04,7
2,32,2024-04-04,16
3,1,2024-04-04,33
3,44,2024-04-04,31
3,11,2024-04-04,31
3,39,2024-04-04,16
3,28,2024-04-04,19
4,22,2024-04-04,27
4,49,2024-04-04,39
4,23,2024-04-04,6
4,48,2024-04-04,14
4,12,2024-04-04,97
4,11,2024-04-04,77
4,0,2024-04-04,21
5,10,2024-04-04,37
5,11,2024-04-04,95
5,39,2024-04-04,21
5,9,2024-04-04,10
6,14,2024-04-04,25
6,15,2024-04-04,8
6,11,2024-04-04,32
6,12,2024-04-04,123
6,13,2024-04-04,30
7,8,2024-04-04,135
7,47,2024-04-04,57
7,12,2024-04-04,20
8,17,2024-04-04,7
8,16,2024-04-04,6
8,13,2024-04-04,3
8,12,2024-04-04,61
8,0,2024-04-04,25
9,0,2024-04-04,24
9,11,2024-04-04,73
9,16,2024-04-04,24
10,20,2024-04-04,15
10,12,2024-04-04,28
10,11,2024-04-04,42
10,28,2024-04-04,6
11,22,2024-04-04,18
11,49,2024-04-04,26
11,12,2024-04-04,11
11,8,2024-04-04,78
11,9,2024-04-04,22
12,38,2024-04-04,6
12,30,2024-04-04,15
12,11,2024-04-04,89
12,0,2024-04-04,4
13,0,2024-04-04,40
13,6,2024-04-04,16
13,7,2024-04-04,12
14,0,2024-04-04,10
14,11,2024-04-04,53
14,10,2024-04-04,14
15,13,2024-04-04,31
15,12,2024-04-04,118
16,16,2024-04-04,33
16,19,2024-04-04,25
16,12,2024-04-04,35
17,15,2024-04-04,43
17,11,2024-04-04,60
17,39,2024-04-04,68
17,9,2024-04-04,29
18,31,2024-04-04,24
18,37,2024-04-04,16
18,24,2024-04-04,11
19,23,2024-04-04,26
19,24,2024-04-04,32
20,3,2024-04-04,75
20,5,2024-04-04,16
20,49,2024-04-04,4
20,26,2024-04-04,18
20,17,2024-04-04,14
20,6,2024-04-04,16
20,2,2024-04-04,46
21,24,2024-04-04,18
21,35,2024-04-04,8
21,21,2024-04-04,18
21,3,2024-04-04,57
21,10,2024-04-04,13
21,8,2024-04-04,107
21,21,2024-04-04,55
21,35,2024-04-04,18
22,21,2024-04-04,35
22,15,2024-04-04,23
22,10,2024-04-04,49
22,0,2024-04-04,18
22,27,2024-04-04,12
22,49,2024-04-04,18
22,5,2024-04-04,36
22,38,2024-04-04,18
22,24,2024-04-04,13
22,4,2024-04-04,29
23,0,2024-04-04,46
23,46,2024-04-04,28
23,28,2024-04-04,79
23,6,2024-04-04,20
23,2,2024-04-04,15
23,5,2024-04-04,9
23,42,2024-04-04,16
24,9,2024-04-04,17
24,1,2024-04-04,24
24,18,2024-04-04,22
24,27,2024-04-04,22
24,36,2024-04-04,6
24,30,2024-04-04,49
25,16,2024-04-04,103
25,2,2024-04-04,12
25,49,2024-04-04,23
25,19,2024-04-04,28
25,21,2024-04-04,9
25,33,2024-04-04,14
25,30,2024-04-04,35
25,13,2024-04-04,11
26,38,2024-04-04,17
26,33,2024-04-04,73
26,36,2024-04-04,21
26,20,2024-04-04,9
26,0,2024-04-04,54
26,25,2024-04-04,6
26,49,2024-04-04,11
26,41,2024-04-04,31
26,32,2024-04-04,18
26,27,2024-04-04,28
27,43,2024-04-04,10
27,40,2024-04-04,33
27,42,2024-04-04,22
27,38,2024-04-04,14
27,31,2024-04-04,10
27,33,2024-04-04,10
27,42,2024-04-04,24
27,26,2024-04-04,6
27,23,2024-04-04,61
28,32,2024-04-04,29
28,48,2024-04-04,20
28,41,2024-04-04,16
28,11,2024-04-04,71
28,46,2024-04-04,23
29,5,2024-04-04,17
29,42,2024-04-04,34
29,16,2024-04-04,8
29,10,2024-04-04,41
29,21,2024-04-04,14
29,35,2024-04-04,37
29,25,2024-04-04,15
0,0,2024-04-05,17
0,1,2024-04-05,8
0,6,2024-04-05,33
0,7,2024-04-05,8
0,11,2024-04-05,61
0,39,2024-04-05,156
0,8,2024-04-05,90
0,9,2024-04-05,7
1,0,2024-04-05,32
1,1,2024-04-05,32
1,44,2024-04-05,30
1,11,2024-04-05,43
1,12,2024-04-05,42
1,13,2024-04-05,16
2,0,2024-04-05,30
2,11,2024-04-05,54
2,12,2024-04-05,48
2,24,2024-04-05,19
2,31,2024-04-05,34
2,32,2024-04-05,23
3,1,2024-04-05,11
3,44,2024-04-05,5
3,11,2024-04-05,53
3,39,2024-04-05,99
3,28,2024-04-05,44
4,22,2024-04-05,38
4,49,2024-04-05,37
4,23,2024-04-05,9
4,48,2024-04-05,13
4,12,2024-04-05,18
4,11,2024-04-05,25
4,0,2024-04-05,16
5,10,2024-04-05,13
5,11,2024-04-05,68
5,39,2024-04-05,28
5,9,2024-04-05,30
6,14,2024-04-05,21
6,15,2024-04-05,6
6,11,2024-04-05,78
6,12,2024-04-05,30
6,13,2024-04-05,20
7,8,2024-04-05,62
7,47,2024-04-05,68
7,12,2024-04-05,32
8,17,2024-04-05,5
8,16,2024-04-05,14
8,13,2024-04-05,24
8,12,2024-04-05,120
8,0,2024-04-05,21
9,0,2024-04-05,13
9,11,2024-04-05,20
9,16,2024-04-05,55
10,20,2024-04-05,33
10,12,2024-04-05,40
10,11,2024-04-05,42
10,28,2024-04-05,36
11,22,2024-04-05,13
11,49,2024-04-05,13
11,12,2024-04-05,99
11,8,2024-04-05,27
11,9,2024-04-05,19
12,38,2024-04-05,45
12,30,2024-04-05,41
12,11,2024-04-05,28
12,0,2024-04-05,47
13,0,2024-04-05,25
13,6,2024-04-05,74
13,7,2024-04-05,34
14,0,2024-04-05,4
14,11,2024-04-05,88
14,10,2024-04-05,18
15,13,2024-04-05,44
15,12,2024-04-05,155
16,16,2024-04-05,10
16,19,2024-04-05,16
16,12,2024-04-05,40
17,15,2024-04-05,18
17,11,2024-04-05,60
17,39,2024-04-05,40
17,9,2024-04-05,15
18,31,2024-04-05,12
18,37,2024-04-05,58
18,24,2024-04-05,12
19,23,2024-04-05,22
19,24,2024-04-05,9
20,3,2024-04-05,18
20,5,2024-04-05,16
20,49,2024-04-05,21
20,26,2024-04-05,13
20,17,2024-04-05,20
20,6,2024-04-05,22
20,2,2024-04-05,14
21,24,2024-04-05,11
21,35,2024-04-05,20
21,21,2024-04-05,14
21,3,2024-04-05,7
21,10,2024-04-05,10
21,8,2024-04-05,21
21,21,2024-04-05,7
21,35,2024-04-05,10
22,21,2024-04-05,11
22,15,2024-04-05,27
22,10,2024-04-05,15
22,0,2024-04-05,4
22,27,2024-04-05,21
22,49,2024-04-05,41
22,5,2024-04-05,57
22,38,2024-04-05,30
22,24,2024-04-05,47
22,4,2024-04-05,38
23,0,2024-04-05,16
23,46,2024-04-05,18
23,28,2024-04-05,31
23,6,2024-04-05,46
23,2,2024-04-05,24
23,5,2024-04-05,36
23,42,2024-04-05,44
24,9,2024-04-05,17
24,1,2024-04-05,14
24,18,2024-04-05,13
24,27,2024-04-05,19
24,36,2024-04-05,31
24,30,2024-04-05,14
25,16,2024-04-05,33
25,2,2024-04-05,25
25,49,2024-04-05,5
25,19,2024-04-05,18
25,21,2024-04-05,15
25,33,2024-04-05,6
25,30,2024-04-05,35
25,13,2024-04-05,37
26,38,2024-04-05,6
26,33,2024-04-05,38
26,36,2024-04-05,36
26,20,2024-04-05,78
26,0,2024-04-05,43
26,25,2024-04-05,8
26,49,2024-04-05,13
26,41,2024-04-05,15
26,32,2024-04-05,38
26,27,2024-04-05,7
27,43,2024-04-05,16
27,40,2024-04-05,14
27,42,2024-04-05,23
27,38,2024-04-05,35
27,31,2024-04-05,20
27,33,2024-04-05,23
27,42,2024-04-05,20
27,26,2024-04-05,8
27,23,2024-04-05,37
28,32,2024-04-05,40
28,48,2024-04-05,17
28,41,2024-04-05,12
28,11,2024-04-05,57
28,46,2024-04-05,17
29,5,2024-04-05,22
29,42,2024-04-05,16
29,16,2024-04-05,20
29,10,2024-04-05,7
29,21,2024-04-05,1
29,35,2024-04-05,5
29,25,2024-04-05,19
0,0,2024-04-06,32
0,1,2024-04-06,14
0,6,2024-04-06,9
0,7,2024-04-06,22
0,11,2024-04-06,53
0,39,2024-04-06,53
0,8,2024-04-06,78
0,9,2024-04-06,31
1,0,2024-04-06,10
1,1,2024-04-06,15
1,44,2024-04-06,15
1,11,2024-04-06,43
1,12,2024-04-06,130
1,13,2024-04-06,12
2,0,2024-04-06,20
2,11,2024-04-06,66
2,12,2024-04-06,15
2,24,2024-04-06,26
2,31,2024-04-06,15
2,32,2024-04-06,18
3,1,2024-04-06,12
3,44,2024-04-06,30
3,11,2024-04-06,61
3,39,2024-04-06,56
3,28,2024-04-06,4
4,22,2024-04-06,28
4,49,2024-04-06,31
4,23,2024-04-06,17
4,48,2024-04-06,11
4,12,2024-04-06,62
4,11,2024-04-06,55
4,0,2024-04-06,10
5,10,2024-04-06,20
5,11,2024-04-06,35
5,39,2024-04-06,50
5,9,2024-04-06,41
6,14,2024-04-06,23
6,15,2024-04-06,14
6,11,2024-04-06,85
6,12,2024-04-06,80
6,13,2024-04-06,20
7,8,2024-04-06,36
7,47,2024-04-06,59
7,12,2024-04-06,39
8,17,2024-04-06,65
8,16,2024-04-06,24
8,13,2024-04-06,29
8,12,2024-04-06,18
8,0,2024-04-06,17
9,0,2024-04-06,14
9,11,2024-04-06,63
9,16,2024-04-06,7
10,20,2024-04-06,11
10,12,2024-04-06,50
10,11,2024-04-06,95
10,28,2024-04-06,23
11,22,2024-04-06,36
11,49,2024-04-06,38
11,12,2024-04-06,40
11,8,2024-04-06,53
11,9,2024-04-06,19
12,38,2024-04-06,5
12,30,2024-04-06,11
12,11,2024-04-06,83
12,0,2024-04-06,10
13,0,2024-04-06,8
13,6,2024-04-06,14
13,7,2024-04-06,35
14,0,2024-04-06,18
14,11,2024-04-06,81
14,10,2024-04-06,13
15,13,2024-04-06,9
15,12,2024-04-06,133
16,16,2024-04-06,17
16,19,2024-04-06,13
16,12,2024-04-06,35
17,15,2024-04-06,14
17,11,2024-04-06,151
17,39,2024-04-06,44
17,9,2024-04-06,18
18,31,2024-04-06,8
18,37,2024-04-06,18
18,24,2024-04-06,39
19,23,2024-04-06,20
19,24,2024-04-06,15
20,3,2024-04-06,6
20,5,2024-04-06,42
20,49,2024-04-06,51
20,26,2024-04-06,14
20,17,2024-04-06,47
20,6,2024-04-06,10
20,2,2024-04-06,32
21,24,2024-04-06,32
21,35,2024-04-06,21
21,21,2024-04-06,20
21,3,2024-04-06,12
21,10,2024-04-06,8
21,8,2024-04-06,30
21,21,2024-04-06,9
21,35,2024-04-06,62
22,21,2024-04-06,55
22,15,2024-04-06,0
22,10,2024-04-06,36
22,0,2024-04-06,20
22,27,2024-04-06,29
22,49,2024-04-06,21
22,5,2024-04-06,14
22,38,2024-04-06,20
22,24,2024-04-06,9
22,4,2024-04-06,14
23,0,2024-04-06,54
23,46,2024-04-06,92
23,28,2024-04-06,54
23,6,2024-04-06,25
23,2,2024-04-06,11
23,5,2024-04-06,47
23,42,2024-04-06,32
24,9,2024-04-06,22
24,1,2024-04-06,9
24,18,2024-04-06,14
24,27,2024-04-06,19
24,36,2024-04-06,27
24,30,2024-04-06,30
25,16,2024-04-06,27
25,2,2024-04-06,19
25,49,2024-04-06,7
25,19,2024-04-06,8
25,21,2024-04-06,10
25,33,2024-04-06,14
25,30,2024-04-06,21
25,13,2024-04-06,20
26,38,2024-04-06,31
26,33,2024-04-06,12
26,36,2024-04-06,10
26,20,2024-04-06,42
26,0,2024-04-06,10
26,25,2024-04-06,38
26,49,2024-04-06,30
26,41,2024-04-06,14
26,32,2024-04-06,22
26,27,2024-04-06,110
27,43,2024-04-06,8
27,40,2024-04-06,26
27,42,2024-04-06,18
27,38,2024-04-06,22
27,31,2024-04-06,27
27,33,2024-04-06,13
27,42,2024-04-06,13
27,26,2024-04-06,43
27,23,2024-04-06,35
28,32,2024-04-06,18
28,48,2024-04-06,13
28,41,2024-04-06,19
28,11,2024-04-06,80
28,46,2024-04-06,25
29,5,2024-04-06,46
29,42,2024-04-06,15
29,16,2024-04-06,10
29,10,2024-04-06,8
29,21,2024-04-06,4
29,35,2024-04-06,14
29,25,2024-04-06,19
0,0,2024-04-07,18
0,1,2024-04-07,21
0,6,2024-04-07,12
0,7,2024-04-07,10
0,11,2024-04-07,46
0,39,2024-04-07,45
0,8,2024-04-07,103
0,9,2024-04-07,23
1,0,2024-04-07,13
1,1,2024-04-07,16
1,44,2024-04-07,2
1,11,2024-04-07,33
1,12,2024-04-07,203
1,13,2024-04-07,34
2,0,2024-04-07,49
2,11,2024-04-07,54
2,12,2024-04-07,35
2,24,2024-04-07,12
2,31,2024-04-07,24
2,32,2024-04-07,13
3,1,2024-04-07,16
3,44,2024-04-07,28
3,11,2024-04-07,26
3,39,2024-04-07,63
3,28,2024-04-07,66
4,22,2024-04-07,46
4,49,2024-04-07,0
4,23,2024-04-07,18
4,48,2024-04-07,14
4,12,2024-04-07,25
4,11,2024-04-07,85
4,0,2024-04-07,20
5,10,2024-04-07,21
5,11,2024-04-07,63
5,39,2024-04-07,26
5,9,2024-04-07,21
6,14,2024-04-07,13
6,15,2024-04-07,8
6,11,2024-04-07,38
6,12,2024-04-07,47
6,13,2024-04-07,37
7,8,2024-04-07,29
7,47,2024-04-07,83
7,12,2024-04-07,59
8,17,2024-04-07,14
8,16,2024-04-07,15
8,13,2024-04-07,22
8,12,2024-04-07,61
8,0,2024-04-07,52
9,0,2024-04-07,5
9,11,2024-04-07,30
9,16,2024-04-07,21
10,20,2024-04-07,5
10,12,2024-04-07,128
10,11,2024-04-07,99
10,28,2024-04-07,18
11,22,2024-04-07,31
11,49,2024-04-07,51
11,12,2024-04-07,33
11,8,2024-04-07,180
11,9,2024-04-07,34
12,38,2024-04-07,13
12,30,2024-04-07,9
12,11,2024-04-07,91
12,0,2024-04-07,40
13,0,2024-04-07,38
13,6,2024-04-07,34
13,7,2024-04-07,62
14,0,2024-04-07,19
14,11,2024-04-07,53
14,10,2024-04-07,38
15,13,2024-04-07,19
15,12,2024-04-07,163
16,16,2024-04-07,23
16,19,2024-04-07,12
16,12,2024-04-07,69
17,15,2024-04-07,8
17,11,2024-04-07,39
17,39,2024-04-07,34
17,9,2024-04-07,26
18,31,2024-04-07,23
18,37,2024-04-07,14
18,24,2024-04-07,28
19,23,2024-04-07,11
19,24,2024-04-07,3
20,3,2024-04-07,1
20,5,2024-04-07,21
20,49,2024-04-07,34
20,26,2024-04-07,15
20,17,2024-04-07,5
20,6,2024-04-07,7
20,2,2024-04-07,2
21,24,2024-04-07,30
21,35,2024-04-07,7
21,21,2024-04-07,6
21,3,2024-04-07,23
21,10,2024-04-07,19
21,8,2024-04-07,165
21,21,2024-04-07,21
21,35,2024-04-07,13
22,21,2024-04-07,24
22,15,2024-04-07,48
